response_index,response
15096,"The Alpha-Milton guest house is quiet according to most reviews, but one person did say it was really noisy."
15098,The Golden Curry is known for serving very large portions. I couldn't find any reviews that say otherwise.
15101,The A and B Guest House has free wifi available with great speeds and a strong connection. Is there anything else I can help you with?
15102,"Customers really like the nice, downtown location of Chiquito Restaurant Bar. Would you like some more information?"
15105,There are differing opinions concerning the non-alcoholic drink options available at Anatolia as some say they're limited and others say good; person preferences apply.
15107,"The Curry Prince gets high marks for their atmosphere with customers saying it's nice, comfortable, enjoyable, vibrant, and charming. Would you like to know more about them?"
15108,"The Gandhi serves big sizes, with customers saying they really load your plate up with food. Do you need anything else?"
15109,"The bathrooms at The Leverton House are clean, according to many of the past guests. Guests were impressed with the cleanliness."
15111,The Ugly Duckling offers good and attentive service to their patrons.  Is there anything else I can help you with?
15115,"Yes, the lucky star has a really nice outdoor seating area, people said that it was charming. Do you want to make a reservation?"
15119,"The Atmosphere at City Stop Restaurant is lovely, they even have a love band that plays bluegrass music."
15120,"So, according to previous customers the location is lacking, but it does offer some shopping nearby. It may be a little difficult to get to though."
15121,"Most customers uave recommended the Yorkshire Pudding, saying that it waa rich and delicious but thet wished the portion sizes were bigger."
15122,"Yes, Bedouin offers seating outdoors with a view that a previous guest referred to as pleasant. Do you have any other questions?"
15123,"The reviews were split regarding room size with half finding it large, comfortable, and with plenty of space and others not liking that it was overly small and cramped. Can I book it?"
15125,"Pirasha Restaurant has an outdoor dining area that has been rated as ""nice"". I don't have information about Sitar Tandoori, sorry."
15127,Guests staying at the Gonville Hotel find the rooms to be big and spacious and larger than average or expected.
15128,"The De Luca Cucina and Bar has great service that many customers have called exceptional.  The Riverside Brasserie is said to have good service, but it has been called only mediocre at times."
15129,"According to the reviews that I have on hand for that location, there are a great amount of non-alcoholic drink options available!"
15130,The reviews of the staff and service are not great actually. Should I keep searching for a better alternative?
15131,"According to several reviews I found, the Curry Garden serves alcohol. As a plus, guests say that the drinks are nice and prices are good."
15133,Unfortunately guests that have previously dined at Frankie and Benny's mention that they disliked the interior decorations.
15134,The guests at Worth House have enjoyed that their rooms were clean and spotless. Do you have any other questions?
15137,"Unfortunately, one of the drawbacks to choosing to dine at the Restaurant One Seven is that there's no outdoor seating available."
15138,"The Allenbell Hotel offers delicious breakfasts including continental and full English versions. One person did complain and say it was not special, though."
15139,"The staff at the Acorn Guest House welcomes its guests with large smiles and friendly, helpful service."
15141,"The Graffiti restaurant does serve alcohol, including beer and wine, but I am not sure what else. Do you want a reservation?"
15142,"Previous patrons at the Curry Prince mentioned that their first impression of the interior decorations was poor, although others thought it was well-decorated."
15143,"The servers are very nice and friendly, but service can be a little slow. Can I answer any other questions for you?"
15144,The Acorn Guest House has friendly staff and they will welcome you with big smiles. Are you interested in staying there?
15145,"The bouillabaisse did have negative reviews, but one of the reviewers did admit that many people rave about it. Do you have other questions about Restaurant Two Two?"
15147,Nandos does have alcoholic drinks that they serve to customers. Is there anything else I can help you with?
15148,At the El Shaddai there is a charge of 10 GBP per day. The wifi connection is very fast and could suit your needs and every once in awhile there is free wifi.
15150,The Autumn House offers a free breakfast featuring American & European country choices which is included in your price of stay.
15153,"Past guests have different opinions in their view of the portion sizes. Some people felt they were great, but others said they were small."
15154,Avalon does have WiFi for their guest to use at a charge of 10 GBP per day. Can I assist you with anything else?
15160,"According to past guests, there are sp,e tasty breakfast options including English and Irish breakfast."
15161,Frankie and Benny's does have alcohol available to drink and purchase on their menu. They serve wine as well as other drink options.
15163,The Carolina Bed and breakfast has exceptionally clean rooms that are noted in guest reviews. Do you want to stay there?
15165,"No, Curry Prince isn't really known for its seafood, but the food in general is great. Will that work for you?"
15169,Yes they have plenty of fabulous breakfast options. Some include continental and full English/Irish to suit all needs.
15173,"Past customers have stated in their reviews that while the food is delicious, if not a little bland- they do wish the portion sizes were bigger."
15174,The Hamilton lodge staff are very friendly and are able to help you through any situations that might require their involvement.
15176,"No, it doesn't look like Cityroomz is too noisy. Past customers describe it as being in a quiet area."
15177,"Yes, they do serve alcoholic beverages. There are some mixed reviews with some customers saying the drinks ware too expensive while other customers think the prices were good. Would you like to know more about Rajmahal?"
15178,The Saffron Brasserie has outdoor dining which one customer described as being enjoyable.  Would you like me to make a reservation for you?
15179,"Most guests find the beds very comfortable, but a few were less pleased. It may depend on your softness preferences. Are you interested in a room?"
15181,That all depends on the perception of the person enjoying the room and what they consider roomy. Other customers have also had mixed reviews.
15183,"Gourmet Burger Kitchen isn't known for having a very impressive atmosphere. If that's important to you, I can suggest another place that might better meet your needs."
15190,"There is a comment from a past guest who enjoyed their view, but there were other who felt the view was lackluster."
15191,"If you're searching for a place that provides heaping piles of food, the Rice Boat restaurant will be a great choice."
15192,The Golden Wok and the HotPot are very reasonably priced for your dining needs. The Hakka was a bit more pricey.
15195,"Room size varies at Lovell Large. If you'd like I can request a larger room for you, or shall I search for another option?"
15196,Those that stay at the Rosa's Bed and Breakfast will find that the beds are well-made and extremely comfortable to sleep in.
15197,The Lucky Star has dumplings that are to die for according to the reviews. Do you want to know anything else?
15199,"Guests who stayed at a and b guest house have stated that the rooms weren't very clean, and that they could have been cleaner."
15200,The Acorn Guest House is within the price range of many individuals and ultimately provides good value for the money as guests have stated that they'd be willing to return.
15203,Almost all of the prior guests have been pleased with the cleanliness of the rooms. Complaints (though rare) about housekeeping were promptly addressed.
15205,"Yes, those who don't drink will find many of imported non-alcoholic beverage options at the Golden Wok."
15206,"Yes, they have very big rooms at Express by Holiday Inn Cambridge. Would you like to book it for your stay?"
15211,"No, the WiFi is free at the Allenbell, and it's fast and reliable. Would you like me to book a room for you?"
15213,Wifi is including for guest use. It is nice to allow those with kids to play games or videos. Wifi is super fast too which is nice.
15215,A and B Guest House guests reviews say they offer free WiFi with a strong connection.  Is there anything else I can help you with?
15217,"Yes, there is outdoor seating there and there is a pleasant view of the river at De Luca Cucina and Bar."
15218,The Yippee can get very busy so many people like the vibe from crowds and loud music while others do not. Would you like to know more about them?
15220,The internet has mixed reviews. One person said it was fast and other person said it was too slow. Is there anything else you need to know?
15223,There is mixed information about the Wi-Fi cost. One person said that it is free. Another reviewer said that the Wi-Fi is 8 GBP per day. Is there anything else I can help you with?
15229,"The interior decor at Tandoori Palace is said to be pretty bland, especially for an Indian Restaurant."
15230,"Yes, the staff at the Lensfield Hotel have a reputation for being helpful and friendly by being patient and helpful to guests."
15231,It has been called a gamble.  Some guests say that their room was clean while others have said that it could have been a lot better.
15232,"Some customers have stated that the only downside was their service, but other customers have said that the service was very good."
15234,"According to the reviews I have on hand for that location, the opinions are mixed.  Half felt the staff was very friendly, and half thought they were a bit unprofessional."
15235,"Some customers said the City Centre North B and B is centrally located, and in a good location, others have explained it as mediocre."
15236,"Yippee Noodle Bar has several non-alcoholic drinks, and previous guests really liked it. Do you want a reservation?"
15238,The hotel is known to be noisy.. One reviewer said was a major problem and it made their stay unpleasant.
15239,"According to the reviews that I have on hand for that location, the opinions are mixed.  One third found it wasn't great, while two thirds found it delicious, very juicy, and not too greasy."
15240,Great area and very convenient for the person to get to their meetings. Recommend this area for business meetings.
15242,"While past diners have enjoyed the food and service, some thought that Restaurant Alimentum's interior was too dark and they also were not fans of the fake plants found in the dining area. Would you still like to keep your reservation?"
15243,"For the most part, patrons of the Grafton Hotel Restaurant are pleased with the quality of dishes served, however a few remained underwhelmed by the food."
15247,"The reviews on atmosphere are positive with customers saying it's relaxing, interesting, and lively. What else can tell you about them?"
15248,"Okay, they apparently have a lovely outdoor dining area. Would you like me to make a reservation for you now?"
15251,Eraina had mixed reviews for the prices of their iskender kebap. Some called it reasonable and affordable while others found it to be pricy. Would you like to make a reservation at Eraina?
15255,"Comments from customers were divided, some thought the food was top notch and made with high quality ingredients, others felt the dishes fell short and were not that good."
15257,The Allenbell gets some very mixed reviews on the staff. It's about 50/50 with some customers saying they thought the staff was friendly and helpful while others said the staff was unfriendly and unprofessional adding they would not be back. Would you like me to find a place with better service?
15258,I'm looking at the reviews and they're not at all positive with guests saying the beds were not comfortable at all. Would you like me to look for another place with better ratings?
15259,"The Cambridge Belfry has two reviews that say the beds are super comfortable, so you should sleep well."
15260,"The majority of the reviews by those ordering Sweet and Sour Pork, are positive. There are a few that weren't impressed. Would you like to try it or check out a different place?"
15261,I could only find one review but it said that the room was very big. Do you want to make a reservation there?
15263,The view from the La Raza restaurant is enjoyable and a wonderful view overlooking the city; granted the curtains are open.
15266,"Yes, the Cambridge Lodge Restaurant does have outdoor dining with customers saying the area is really nicely decorated and enjoyable. Would you like to know more about them?"
15267,"The food is expensive, according to two guests, but another said the prices are very affordable, so I don't know what the criteria is for reasonably priced I'm afraid."
15268,"No, the breakfasts at the Acorn Guest House are apparently not free. Do you want to look at some other locations?"
15270,"According to the reviews I have on hand for that location, the bathrooms there are nice and clean!  Sound good to you?"
15271,The Meze Bar has a lot of drink choices along with beer on their drink menu that will be enjoyable for any tastes you and your guests have.
15272,Customers seem to really like the atmosphere there calling it lively and a good place to relax and enjoy. How does that sound to you?
15275,The Carolina Bed and Breakfast has one review that talks about the dirty bathroom. Another guest had the opposite experience and said the bathrooms were really clean.
15277,There seems to be a really nice view at this restaurant. Would you like to know anything else or do you want a reservation?
15278,"According to the reviews I have on hand for that location, the bathrooms were not satisfyingly cleaned.  Sorry to disappoint!"
15282,"According to the reviews I have on hand for that location, the opinions are mixed.  Half found it very quiet and half found it a bit noisy,"
15284,The Dojo Noodle Bar offers several non-alcoholic drinks for you to order. Do you need any more information?
15286,The Pizza Hut Fen Ditton is decorated beautifully inside. Do you want to know anything else about it?
15289,"Some people felt their beds were comfortable, but others didn't. One person indicated that one of their beds was uncomfortable, so it seems to vary depending on your particular bed."
15291,"It is a good place to chill and have a glass of wine, according to previous customer reviews of Prezzo."
15292,"People vary in their opinions of whether the  rooms are big. Some people call the rooms large with plenty of room, but others say they were smaller than expected."
15294,"According to the reviews I have on hand for that location, the mattresses there are comfy.  Does that sound good to you?"
15296,"Overall, reviews are critical of the views from Restaurant One Seven, with reviewers calling them mediocre and saying buildings block the view."
15299,"The view from Nandos is great for a romantic mood, with nice views from the rooftop restaurant, but not everyone could agree."
15303,Both places seem to be in areas where there are a lot of noises outside. Would you like me to find a more quiet establishment?
15310,"Yes, the beds at Rosa's Bed and Breakfast are known to be well-made and felt extremely comfortable to guests."
15311,"People disagree as to the cleanliness of the room. It is described as both very clean, and a bit dirty. ONe commenter even said the cleanliness is a bit of a gamble."
15312,Rosa's Bed and Breakfast is in a super convenient location nearby shops and close to many other things one may want to do.
15315,"The indoor decor has been described by some as just mediocre, but others find the indoor decor a plus for the restaurant."
15320,I can check recent reviews for that information. It seems that the Royal Standard does serve alcohol and they have a dedicated bartender on the staff.
15324,Customers have reviewed it as being very good. Do you want to make a reservation there or do you need more information?
15325,"Yes, when selecting to stay at the Acorn Guest House, guests should expect to receive super fast internet speeds."
15326,Carolina Bed and Breakfast does not have large rooms for their guests to stay in.  Can I help you with anything else?
15328,"People seem to differ on their views of the location. It has been described as easy to visit the sites and close to the city center and transportation, but also described as mediocre."
15329,"While I don't see a menu option that specifically lists salmon muffins, Allenbell does offer breakfast. Food includes juice, toast, cereal, and continental or full English breakfast."
15330,"No, people have only said very positive things about their interactions with the staff at Alexander Bed and Breakfast. Should I book it for you?"
15331,The Lensfield Hotel has a very patient and helpful staff that seemed interested in our comfort when we stayed there.
15332,According to the reviews left by the previous guests have left and they said that the room was not very clean.
15337,"Yes, the A and B Guest House has free wifi available with great speeds and a strong connection. Do you need anything else?"
15340,"I think it depends, past customers have found that it wasn’t a bad value for the price, however more guests commented that you can find better rooms in the same area for a cheaper price."
15342,The Finches Bed and Breakfast has a mulitple breakfast menu with several choices for any type of eating habits for their guests.
15345,University Arms Hotel has large spacious rooms for their guests to stay in.  Would you like to book a room?
15346,"Most people complained about the internet being slow, only one person said it was fast enough for them."
15353,"Yes, they offer quite a variety of non-alcoholic drinks at Prezzo. Can I help you with anything else today?"
15354,"Yes, they have several to choose from which one reviewer called amazing. Do you have any more questions about Dojo Noodle Bar?"
15355,The Charlie Chan restaurant is known more for their food than their ambiance. Would you like me to find another place for you?
15356,The quality of the service staff at the Good Luck Chinese Food Takeaway varies greatly from clueless to excellent.
15358,"According to reviews, the Gonville Hotel offers large rooms with lots of space. Can I help you with anything else?"
15359,The view at the restaurant is considered unanimously good. It is unclear if it has a view of the city though.
15360,"Past diners really disagree on the generosity of the portion sizes at Dojo. Some thought the portions were generous, others felt they were a bit skimpy. Are there any other questions that I can answer for you today?"
15361,"Yes, the Pizza Hut is in a nice, convenient location according to reviews. Would you like to know anything else about them?"
15363,"The atmosphere at Hotel Du Vin and Bistro is pleasant but doesn't really stand out, according to the reviews I found. Would you like to book a table?"
15364,The rooms at the Cambridge belfrey hotel are nice and big according to guest reviews. Would you like to make a booking?
15367,"People that have ordered the meatballs did feel that the quality was high and tasty, but they did feel that it was overpriced."
15368,"Yes, the bathrooms at Autumn House do seem to be clean. One past guest commented that they were nice and clean."
15369,"Yes, people feel that Acorn Guest House is a good value for the money. They feel that staying there is worth it."
15372,"From reviews from past guest of Limehouse, the hotel is known for having a good and strategic location."
15374,"According to reviewers, the Slug and Lettuce has a fun, friendly atmosphere but can be on the loud side. Is there any other information I can find for you?"
15375,"No, unfortunately the majority of those that dined at the Grafton Hotel Restaurant thought the atmosphere was underwhelming and not enjoyable."
15376,"Yes, guests have said they enjoyed the outdoor dining area. Would you like to know more about Saffron Brasserie?"
15379,"Yes, Curry Garden does seem to have a nice atmosphere. A past customer said that the atmosphere is the reason to be there."
15380,"I can only say sometimes, and other people have found their rooms to be dirty. Should I search for another option for you?"
15382,The Bridge Guest House has excellent reviews about the cleanliness of their bathrooms. Guests say they are very clean.
15384,The Grafton Hotel is a nicely decorated place with a view of the city lights. Would you like some more information on it?
15385,The reviews on the noise levels are split with some saying it's very quiet and others complaining that it was too noisy to enjoy their stay. Would you like me to find another place?
15388,People who have stayed at Cityroomz say that the hotel is very quiet. Would you like me to make you a reservation?
15390,"According to the reviews that I have on hand for this location, the value has been described as totally worth it, good value and within a normal price range/"
15392,Home from Home has dirty bathrooms according to many of the guests that stayed there. Only one customer found it to be clean.
15396,"Yes, Pizza Express Fen Ditton does allow diners to eat outdoors, in their outdoor seating area. Guests enjoyed it."
15400,"Yes, based on the reviews of past guests, Sesame Restaurant and Bar does serve alcoholic drinks to customers."
15402,"The Cambridge Lodge Restaurant has beautiful interior decor according to two customers, but a few also said the decor was drab and flawed."
15403,"Customers all agree that the service at the Gardenia is high quality, friendly, and helpful. Would you like to make a reservation?"
15407,"Yes, customers say that the staff at Gonville Hotel is well trained. The staff is friendly and professional."
15408,"Yes, they do have good breakfast options at Bridge Guest House. Past guests have said they were abundant and delicious."
15409,"No, according to all the customers that have previously dined at La Mimosa, the view is mediocre as it's of an old building next-door."
15413,According to previous reviews from customers that dined there the quality is very good and was fresh.
15414,The Cow Pizza Kitchen and Bar does serve alcoholic beverages for their patrons to consume. Would you like to make a reservation?
15415,"While there is a comment that the restaurant is in a very busy part of downtown with a great vibe, there are many more comments that the location is not the best."
15416,"The beds and mattresses provided at the Ashley Hotel are ample and comfortable, while those at the Lovell Lodge did have a few that felt they were unsatisfactory."
15417,"The staff at the Kirkwood House can be viewed as unbelievably friendly and helpful to its guests, aside from a few less than desirable encounters."
15421,Past guests have described the decor as drab and mediocre.  Is there anything else I can help you with?
15423,"Some people like the location very much, but there are others that are not at all happy with the location."
15424,"I found four reviews that say the bathrooms were dirty, and two that said they were clean. Would you like to change your reservation?"
15426,"Yes, they do offer non alcoholic beverages. A past customer specifically mentioned a lot of importated canned milk teas."
15427,The La Raza restaurant can be expected to serve a quality Paella as their patrons regard their dishes as delicious and not disappointing.
15428,"Yes, according to reviews that have been written by past guests, they do serve alcoholic beverages at Bedouin."
15429,"Yes, the Cambridge Lodge Restaurant is in a great location that guests really enjoy. Would you like to make a reservation?"
15430,Acorn Guest House has rooms that are more than large enough for a family. Would you like more information?
15432,"The majority of visitors that stayed at the Finches Bed and Breakfast were pleased with the spacious, sizable rooms."
15435,"A couple would say that the food at Curry Garden was surprisingly affordable for the portion size, but others would rate it as small and insufficient."
15440,"Yes, they do and they taste great, too. Can I help you with anything else today or is that all you need?"
15441,Only a small minority of guests considered the beds at the Acorn Guest House to be comfortable as most thought of them as extremely poor quality.
15442,"Yes, the Gourmet Burger Kitchen has a lovely outdoor dining area with customers loving the views. Is there anything else you'd like to know about them?"
15443,"It has been noted by past customers, that Express bu Holiday Inn in Cambridge has very large spacious rooms, anything else you would like to know?"
15444,"The rooms at Cityroomz are mostly known for being clean and well maintained, both the main rooms and the bathrooms, but one review did complain their room was not clean when they checked in."
15445,The majority of reviews say the staff is super friendly and helpful while others feel they could have been more friendly. Would you like to know more about them or have me check out some other places?
15448,"Reviews on cleanliness of bathrooms at the lensfield hotel are 75% positive, pointing out they are clean and didn't have dirty areas anywhere, with one negative review claiming they were not as clean as they could be."
15449,"While the Acorn Guest House may be in a safe location of the city, but some guests weren't impressed by it's lack of proximity to other sights."
15450,They do have a great number of non alcoholic drinks to choose from for the customers that do not like or want to consume alcohol for whatever reason.
15451,One can expect to find a bathroom that's impeccably clean and well-maintained when staying at the Bridge Guest House.
15452,"Yes, the Ashley Hotel gets great reviews on their location with guests saying it's within walking distance to many things. Would you like to know more about them or look for another place?"
15453,"Yes, Pizza Hut Cherry Hinton does have an area for outdoor dining. Several guests left positive reviews about that aspect of it."
15456,"People are mixed in their opinions of the portion sizes. One customer said they found them to be good and large, but others found them small."
15460,"The decor at Bangkok City is very nice, new, subdued, and very tasteful. Would you like to book a table?"
15461,"Yes, the Ashley Hotel provides a full English/Irish breakfast for their customers and also includes fresh fruit and smoothies."
15463,"People disagree about the quality of the view. Past guests have described it as stellar, but another guest felt it was mediocre."
15466,"The staff are round the clock and have been called mostly friendly, if not a little unprofessional. Would you like to know anything else?"
15467,"Yes, one of the benefits of the Cocum restaurant is that it's in a great part of town which is easily accessible."
15468,Huntington Marriot offers continental and buffet breakfast options. It doesn't mention anything about vegetarian however.
15472,"From what past customers have said, they wished that the portion sizes were bigger. Some customers said the portions were fine, but the taste was lacking."
15474,The Gonville Hotel provides guests with a super clean bathroom that makes one feel comfortable right away.
15476,"Yes, the Lensfield is in a very convenient and accessible part of town. Can I answer anything else for you?"
15478,"Yes, the Chiquito Restaurant Bar is located in a nice area, which is easy to reach in a quaint downtown location."
15482,"The Lensfield hotel is good value for the money according to most people who stayed there. One review said the spa wasn't worth the price, though."
15484,"Yes, previous customers had nice things to say about the decor at the restaurant. Is there anything else I can help you with today?"
15485,"Yes, the rooms at City Centre North B and B are not only clean, but guests noticed they have been recently redone and have new furniture. Do you want to book a room?"
15486,"The Bridge Guest House has mediocre reviews for the staff, some seem to say they were unprofessional while others said they were friendly."
15488,"Guests that have stayed at Rosa's Bed and Breakfast have said that breakfast is delicious with options such as bacon, eggs, a full English breakfast.  Can I make a booking for you?"
15489,"According to the reviews I have on hand for that location, the opionions are mixed.  Half found the location really good, while half complained about it not being strategically located."
15491,"The view in the Chiquito Restaurant Bar overlooks the city center, as it is located in the downtown area."
15492,"The Shiraz Restaurant serves alcoholic beverages, including wine, but I am not sure what else they serve."
15493,"The Lovell Lodge offers rooms that are quiet, but guests may have to be wary for noise from nearby rooms."
15494,"Yes, when choosing to dine at the Cotto restaurant, customers should expect to encounter great views."
15495,"Yes they do according to most of the reviews, however there are reviews that stated they did not remember the portions being so small."
15496,"Both bed reviews I have on the cambridge belfry are positive, with both claiming they were comfortable and provided a decent night's sleep."
15501,I found one review of the Alexander bed and breakfast that said the beds were comfortable. Would you like to book a reservation there?
15503,The Caffe Uno has nice outdoor dining with a great view according to one guest. It also offers some privacy.
15505,It looks like Anatolia is considered a nice place to relax if you are on your own. What else would you like to know?
15506,"According to reviews from past guests, they have nothing but positive remarks for the staff of Cityroomz. They found them attentive and very helpful."
15507,Some guests that stayed at the Arbury Lodge Guesthouse considered the bathroom as absolutely spotless and even clean enough to eat from the surfaces.
15509,Those that have previously stayed at the Cambridge Belfry note that the mattresses in the rooms are comfortable.
15511,"While the service may be slow an mediocre at times, overall the staff at Saigon City is considered fantastic."
15512,The Gardenia is considered by most to be in a nice part of town but there have been people who did not like the location. Would you like to know more about them?
15513,"The Hamilton Lodge hotel is supposedly pretty gross inside according to half of the guests, the other half find them to be really clean."
15516,The quality of internet connection available at Lovell Lodge isn't one of its pluses as some guests regarded the WIFI as being ruinous.
15518,No wifi is free for all guests. It is nice not having to worry about using data on the phone. It is great for both business and personal use.
15519,"Past guests are split in their opinions of the noise level. Some feel it was noisy, and a downside to the stay, but others say it was quiet."
15521,"The Cambridge Belfry is in a really desirable location according to the majority of reviewers. One person did complain about accessibility during rush hour, though."
15522,"Yes, the staff at the Ashley Hotel does appear to be friendly. They are described as welcoming and friendly."
15523,The Ashley Hotel has really friendly and welcoming staff. Guests have given them good reviews. Would you like to know anything else?
15528,Most people say that the service is bad. The waiters are inattentive. However one person did like the service.
15529,Guests staying at the Home from Home appreciate the quietness of the hotel as well as the excellent and convenient location.
15531,The table service isn't the best because it takes awhile for your food to come out. The waiters are just okay and not the most friendly. However the place overall is good for food.
15532,"Yes, past guests were very satisfied with the cleanliness of this location. Do you want to continue with a booking?"
15534,"The Lensfield hotel has patient, and helpful staff. Would you like a reservation there, or any other information?"
15535,"Yes, according to reviews, The Express offers a free breakfast for guests which has been described as great quality, high variety, and delicious. Is there anything else you'd like to know?"
15537,The staff has been highly regarded as patient and comforting. Anything else you would like to know?
15538,The restaurant Frankie and Bennys offers non-alcoholic drinks although somewhat limited.  Would you like me to book you a table?
15540,Both The Hotpot and Hakka have very nice outdoor dining areas. Would you like to know more about either of them?
15541,"Yes, there is outdoor seating at The Oak Bistro and past guests say that the outdoor dining is pleasant."
15544,Bloomsbury Restaurant has a nice outdoor seating area. Would you like me to reserve a table at the restaurant for you?
15548,"Some customers have stated in their reviews that the atmosphere is amazing, but others have said there was lots of creepy people, very crowded, and a little weird."
15549,Huntingdon has great staff that are accommodating. Very friendly and treat you like your at their house. University Arms has some helpful staff but some commented being rude.
15550,"Not really, according to customers, you don’t really pay that much so don’t expect all the bells and whistles. Did this help you at all?"
15551,"No, one of the downsides of choosing to eat at the Meghna restaurant is the cheap appearance of the interior decorations."
15552,"It's a mixed bag regarding the service at Prezzo. The majority of customers enjoyed the efficient service, but I did see one complaint about the waitstaff. Is there anything else that I can help you with?"
15554,"The majority of the customers say the Graffiti serves generous sized portions. However, some say the portions were very small and they left hungry. Would you like me to find out more for you?"
15555,"All but a save few appreciated the many amenities and great, convenient location provided at Home From Home."
15557,"Yes, according to the reviews that past customers have written, they do serve alcohol at the La Tasca restaurant."
15558,"Yes, it's a great and convenient location. Can I answer anything else for you about the rice boat today?"
15560,"Yes, I can do that for you. Autumn House was rated very highly for its cleanliness according to 1 (one) past review."
15563,Those that have stayed at the Alexander Bed and Breakfast state that they offer a good variety of breakfast options.
15564,Those that choose to stay at the Acorn Guest House can expect to receive a number of delicious breakfast options.
15565,Previous customers mentioned that they enjoyed the view and that their is a lovely outdoor area that lets you see the city.
15566,Efes Restaurant is known to have a large variety of non-alcoholic drinks on their menu. Would you like to know more about Efes?
15569,"People seem to have mixed feelings about the location. Some describe it as being in the middle of everything, and others say it isn't great."
15570,"No, the Warkworth House's rooms have been judged to be smaller than expected to a few of its guests, but others felt they were extremely large."
15573,"Most people like the location, and have said that it is pleasant and easy to find. But there is a comment about it being mediocre."
15576,It has been said that it is a very quiet place to stay.  Many people have loved and enjoyed the quietness of the room and where never disturbed even once.
15578,The room that Arbury Lodge Guesthouse are considered to be very clean according to the guest reviews that I could find. Do you want to stay there?
15579,"The La Raza has colorful artwork and tastefully transports you back to Spain. One person said it wasn't great, but two liked it."
15581,Customers at the Cambridge Belfry say that the beds were comfortable. They were able to sleep comfortably through the night.
15582,"Yes, in fact the Saint Johns Chop House is considered to upcharge clients due to the quality of decor and atmosphere provided."
15585,"From reviews of past guests, some guests thought that the staff was unprofessional and others talked about how friendly and polite they were."
15586,The majority of guests that stayed at the Hamilton Lodge thought the price was overly steep for the underwhelming features.
15591,"The Hamilton lodge has dirty bathrooms according to three guests, and clean bathrooms according to three others."
15594,"According to the reviews that I have on hand for this location, the opinions on the price here are mixed.  One third thought it was far below what they expected for the luxury and amenities they received, and two thirds felt the it was overpriced and outrageous."
15597,"Yes, the Acorn Guest House offers rooms that are ample enough to support even a larger size family of visitors."
15599,"Aside from a couple rooms that requires a new mattress, the Hamilton Lodge provides extremely comfortable beds for its guests."
15600,"Yes, the rooms at the Acorn Guest House typically provide ample space that's large enough for a family."
15604,"Yes, the Rajmahal does serve alcohol. Some customers think the selection is limited and overpriced. Other customers enjoyed the drinks and felt they were affordable. What else would you like to know?"
15605,Autumn House has big spacious rooms that are offered to their guests to stay in.  Can I help you with anything else?
15606,"Reviews for the Hamilton Lodge with regards to noise level have been universally positive.  Very peaceful, relaxing and quiet seems to be the consensus."
15607,Alexander Bed and Breakfast offers a delicious free continental breakfast that offers a good variety. Should I book it?
15608,The restaurant One Seven does serve alcohol at their establishment for their patrons. Is there anything else I may help you with?
15609,"No, one aspect of the La Mimosa that everyone can agree upon is that the view is mediocre as nobody desires to look at an old building next door."
15611,"Yes, guests have enjoyed the quality of the biryani as well as other dishes at Panahar. Would you like to book a table?"
15615,"Many past guests really enjoyed the view at Restaurant Alimentium. I did read one complaint however, which thought the view was only mediocre. Would you still like to make a reservation?"
15618,"El Shaddai gets some mixed reviews on their breakfasts. Most guests enjoyed the meal saying there was plenty of choices that were tasty. However, there were guests who didn't like the choices or the food. Would you like to know anything else about them?"
15621,The Varsity Restaurant  non-alcoholic drink menu is a bit limited but high-quality. Do you want me to book it for you?
15623,The Autumn House is a great value for the money if you don't need anything too fancy. Do you want me to book a room for you?
15624,"Yes, one of the benefits to staying at the A and B Guest House is their free and strong internet connection."
15626,All the reviews left by guests for this hotel stated that it is quiet which makes for a peaceful night's rest.
15627,Some of the people who went to Lan Hong House raved about the view while others said it was nothing special.
15628,Frankie and Benny's does not offer outdoor dining. Would you like a reservation or should I look for places with outdoor dining as an option?
15629,"People seem to disagree as to the quality of the location. Some say that there's easy access to everything, but others feel that it is too far away from other attractions."
15632,The indoor décor isn't that good and that makes it not that comfortable though they had a colorful artwork.
15636,"The Cambridge Belfry is in a desirable location, close to lots of things, but that the traffic in the area is not good."
15637,"The location of Allenbell, Autumn House, and Leverton House are all in a convenient location and easy to get to for you."
15639,The Bangkok City does in fact serve high quality and affordable Pad Krapow Moo. The Sala Thong doesn't have the information available.
15641,"The majority of customers that ordered kung pao chicken at the Lucky Star say the food there was really good, however, a minority say the food was subpar."
15642,"The Riverside Brasserie does serve alcohol. Beverages they serve includes margaritas, and they have happy hour prices all night long."
15643,"Many past guests commented about the availability of Wifi, but there is a comment indicating that the connection is slow."
15645,"They do seem to offer a nice view, but it doesn't seem to be available from all of the tables. There is a mention about the view being nice from the bar."
15649,One customer said that the decor inside of Nandos is outdated. Would you like to know more information?
15650,"If you're on a budget, the Warkworth House is a decent option as it provides good value for the money, however a few guests would beg to differ."
15651,"A reviewer said that the bathrooms were clean, but the rest of the room was not. Is there anything else I can help you with?"
15653,"The Autumn House is in a great location, with good parking and walking distance to shops and public transportation."
15656,"Yes, the Sesame Restaurant and Bar offers a surprising amount of drinks without alcohol for children."
15665,The menu for the non-alcoholic drinks cover are a variety of drinks to chose from while others also do not share the same review and complain that the options aren't many..
15667,"I'm not sure how stable it is, but one previous guest said that the Wi-Fi was fast and other said it was more than adequate."
15668,The mattresses at Alexander Bed and Breakfast are very comfortable. Do you have other questions I can answer?
15671,"Some guest felt transported to an English pub when eating at the Midsummer House Restaurant, however, the rest didn't have the same nostalgic feeling."
